/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000010.PNG,1302,645,1328,748,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000010.PNG,344,671,356,770,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000015.PNG,261,670,272,783,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000015.PNG,1347,637,1378,758,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000020.PNG,147,673,157,799,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000020.PNG,1409,630,1444,771,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000030.PNG,1638,593,1696,812,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000100.PNG,1112,668,1120,746,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000105.PNG,1124,669,1133,754,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000120.PNG,1187,661,1196,775,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000120.PNG,435,666,443,744,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000125.PNG,1220,659,1230,790,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000125.PNG,358,670,367,757,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000135.PNG,1324,651,1337,839,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000135.PNG,116,664,127,790,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000140.PNG,1416,642,1432,883,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000145.PNG,674,679,684,745,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000145.PNG,1578,632,1593,956,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000160.PNG,590,678,601,762,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000165.PNG,550,679,561,772,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000170.PNG,500,681,515,784,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000175.PNG,441,682,456,798,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000190.PNG,118,686,140,874,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000220.PNG,1088,658,1097,731,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000220.PNG,638,673,644,754,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000225.PNG,1100,660,1108,739,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000240.PNG,1156,656,1167,768,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000240.PNG,479,675,489,784,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000250.PNG,1228,654,1240,797,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000250.PNG,332,680,342,820,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000255.PNG,215,681,226,848,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000255.PNG,1284,649,1296,825,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000270.PNG,1784,619,1817,1062,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000290.PNG,1102,657,1113,732,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000295.PNG,1113,652,1124,742,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000300.PNG,1128,654,1140,750,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000305.PNG,1148,654,1160,761,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000310.PNG,1171,655,1186,775,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000325.PNG,1312,644,1334,848,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000330.PNG,1418,639,1447,901,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000335.PNG,1609,628,1653,996,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000490.PNG,659,665,666,743,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000500.PNG,601,670,607,754,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000505.PNG,563,671,569,763,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000515.PNG,461,677,468,789,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000525.PNG,303,681,311,824,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000535.PNG,25,687,33,897,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000565.PNG,645,678,652,749,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000565.PNG,1096,659,1105,727,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000575.PNG,579,679,588,763,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000575.PNG,1113,661,1124,742,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000580.PNG,537,681,546,771,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000580.PNG,1126,657,1137,751,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000585.PNG,487,682,497,786,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000585.PNG,1141,657,1152,760,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000590.PNG,423,686,435,797,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000590.PNG,1161,659,1172,769,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000595.PNG,346,687,356,818,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000595.PNG,1188,657,1201,788,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000600.PNG,1224,656,1240,808,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000600.PNG,241,690,253,843,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000605.PNG,1281,652,1296,837,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000605.PNG,101,695,111,877,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000610.PNG,1364,647,1386,886,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000615.PNG,1512,634,1545,963,pole
/work/mathiamt/SnowPoleDetection/RetinaNet/keras-retinanet/retinanet_data/rgb/images/train/frame_000620.PNG,1824,611,1892,1124,pole
